Price,Mileage,Make,Cylinder,Liter,Doors,Cruise,Sound,Leather
17314.10313,8221,Buick,6,3.1,4,1,1,1
17542.03608,9135,Buick,6,3.1,4,1,1,0
16218.84786,13196,Buick,6,3.1,4,1,1,0
16336.91314,16342,Buick,6,3.1,4,1,0,0
16339.17032,19832,Buick,6,3.1,4,1,0,1
15709.05282,22236,Buick,6,3.1,4,1,1,0
15230.00339,22576,Buick,6,3.1,4,1,1,0
15048.04218,22964,Buick,6,3.1,4,1,1,0
14862.09387,24021,Buick,6,3.1,4,1,0,1
15295.01827,27325,Buick,6,3.1,4,1,1,1
21335.85248,10237,Buick,6,3.6,4,1,0,0
20538.08751,15066,Buick,6,3.6,4,1,1,0
20512.09409,16633,Buick,6,3.6,4,1,1,0
19924.15905,19800,Buick,6,3.6,4,1,1,1
19774.24907,23359,Buick,6,3.6,4,1,1,1
19344.16554,23765,Buick,6,3.6,4,1,1,0
19105.13012,24008,Buick,6,3.6,4,1,0,0
18543.42705,26034,Buick,6,3.6,4,1,1,1
17808.199,32896,Buick,6,3.6,4,1,1,0
17968.83828,34665,Buick,6,3.6,4,1,1,1
22358.87768,8970,Buick,6,3.6,4,1,1,0
23785.92253,10577,Buick,6,3.6,4,1,1,1
22926.09037,14363,Buick,6,3.6,4,1,1,1
21895.75878,16508,Buick,6,3.6,4,1,0,1
21273.06171,18908,Buick,6,3.6,4,1,0,0
21460.01395,19467,Buick,6,3.6,4,1,0,1
21183.12359,21394,Buick,6,3.6,4,1,0,0
20406.0995,22596,Buick,6,3.6,4,1,0,0
21058.13958,24469,Buick,6,3.6,4,1,1,1
19556.89932,25245,Buick,6,3.6,4,1,0,0
23447.68656,15755,Buick,6,3.8,4,1,1,0
23547.23944,16235,Buick,6,3.8,4,1,1,0
23016.00801,18147,Buick,6,3.8,4,1,1,1
22230.0275,22102,Buick,6,3.8,4,1,0,1
22625.07357,23612,Buick,6,3.8,4,1,0,1
21799.1721,24439,Buick,6,3.8,4,1,0,0
21341.25721,25212,Buick,6,3.8,4,1,1,1
21683.03146,26779,Buick,6,3.8,4,1,1,0
20986.01602,27096,Buick,6,3.8,4,1,0,0
20902.10379,29649,Buick,6,3.8,4,1,1,1
20698.07708,2992,Buick,6,3.8,4,1,0,1
20099.25684,10036,Buick,6,3.8,4,1,1,1
18145.12649,18339,Buick,6,3.8,4,1,1,0
17944.85692,19592,Buick,6,3.8,4,1,0,0
19027.86231,21797,Buick,6,3.8,4,1,0,1
18348.89857,23852,Buick,6,3.8,4,1,1,0
17750.88457,25040,Buick,6,3.8,4,1,1,0
17772.96968,25052,Buick,6,3.8,4,1,1,0
17394.0214,25464,Buick,6,3.8,4,1,1,0
17645.74504,27830,Buick,6,3.8,4,1,1,1
21908.36662,17353,Buick,6,3.8,4,1,0,0
21956.34266,17787,Buick,6,3.8,4,1,1,0
21646.11692,19562,Buick,6,3.8,4,1,1,1
21575.45683,20137,Buick,6,3.8,4,1,1,0
20952.2178,20158,Buick,6,3.8,4,1,1,0
21562.04758,23767,Buick,6,3.8,4,1,0,1
19981.12791,24323,Buick,6,3.8,4,1,1,0
19425.84862,27839,Buick,6,3.8,4,1,1,0
19191.98962,29187,Buick,6,3.8,4,1,1,1
19641.7419,31324,Buick,6,3.8,4,1,1,1
25589.98315,2308,Buick,6,3.8,4,1,1,0
25098.62906,10014,Buick,6,3.8,4,1,1,0
23420.70695,18910,Buick,6,3.8,4,1,0,1
22661.04849,20105,Buick,6,3.8,4,1,0,0
23493.0823,20453,Buick,6,3.8,4,1,1,0
22435.20282,22287,Buick,6,3.8,4,1,1,1
21878.12,23237,Buick,6,3.8,4,1,1,0
23077.56591,23798,Buick,6,3.8,4,1,0,1
21698.01475,25489,Buick,6,3.8,4,1,1,1
21831.82292,25564,Buick,6,3.8,4,1,1,1
26831.19404,4695,Buick,6,3.8,4,1,1,0
26060.33535,9795,Buick,6,3.8,4,1,1,0
26781.81465,12052,Buick,6,3.8,4,1,1,0
26302.07428,13050,Buick,6,3.8,4,1,1,0
26190.27147,17335,Buick,6,3.8,4,1,0,1
25508.21096,17480,Buick,6,3.8,4,1,1,0
23348.01695,24027,Buick,6,3.8,4,1,0,1
23406.68982,25387,Buick,6,3.8,4,1,0,1
23159.54378,25869,Buick,6,3.8,4,1,0,0
21536.74173,37128,Buick,6,3.8,4,1,1,1
51154.04722,2202,Cadillac,8,5.7,4,1,1,1
49248.15897,6685,Cadillac,8,5.7,4,1,0,1
46747.67327,15343,Cadillac,8,5.7,4,1,1,1
44130.61706,21341,Cadillac,8,5.7,4,1,0,1
44084.91421,21367,Cadillac,8,5.7,4,1,1,1
43892.46788,23371,Cadillac,8,5.7,4,1,0,1
44300.63996,23751,Cadillac,8,5.7,4,1,0,1
42677.60112,24052,Cadillac,8,5.7,4,1,0,1
43374.05242,25199,Cadillac,8,5.7,4,1,1,1
40619.07227,30082,Cadillac,8,5.7,4,1,1,1
33417.96501,6598,Cadillac,6,2.8,4,1,1,1
30957.08075,10625,Cadillac,6,2.8,4,1,1,1
31431.13037,11013,Cadillac,6,2.8,4,1,1,1
30781.51563,14937,Cadillac,6,2.8,4,1,1,1
30646.4377,17094,Cadillac,6,2.8,4,1,1,1
30792.14903,17870,Cadillac,6,2.8,4,1,1,1
30392.75016,18449,Cadillac,6,2.8,4,1,1,1
28817.08185,21039,Cadillac,6,2.8,4,1,0,1
29275.20871,21056,Cadillac,6,2.8,4,1,1,1
28040.12853,27484,Cadillac,6,2.8,4,1,1,1
39801.55135,14095,Cadillac,8,4.6,4,1,0,1
40335.73731,14743,Cadillac,8,4.6,4,1,0,1
39307.00916,16041,Cadillac,8,4.6,4,1,0,1
38600.23956,17138,Cadillac,8,4.6,4,1,0,1
38445.89717,18661,Cadillac,8,4.6,4,1,0,1
36077.79612,21966,Cadillac,8,4.6,4,1,0,1
35866.58271,24415,Cadillac,8,4.6,4,1,1,1
35338.65369,25163,Cadillac,8,4.6,4,1,0,1
36154.30355,25339,Cadillac,8,4.6,4,1,1,1
34685.66298,25421,Cadillac,8,4.6,4,1,0,1
42820.32902,5499,Cadillac,8,4.6,4,1,0,1
41378.04809,8125,Cadillac,8,4.6,4,1,0,1
40856.3909,12791,Cadillac,8,4.6,4,1,1,1
41419.03726,14452,Cadillac,8,4.6,4,1,0,1
37510.25357,21593,Cadillac,8,4.6,4,1,0,1
37215.16938,22211,Cadillac,8,4.6,4,1,0,1
36332.89469,25153,Cadillac,8,4.6,4,1,0,1
36245.15823,26250,Cadillac,8,4.6,4,1,1,1
32954.14134,36074,Cadillac,8,4.6,4,1,0,1
32537.18675,41829,Cadillac,8,4.6,4,1,1,1
35715.76856,6447,Cadillac,8,4.6,4,1,0,1
35651.68002,10555,Cadillac,8,4.6,4,1,1,1
35129.34077,11975,Cadillac,8,4.6,4,1,1,1
35165.75937,13449,Cadillac,8,4.6,4,1,1,1
32501.24519,17508,Cadillac,8,4.6,4,1,0,1
33220.02845,18661,Cadillac,8,4.6,4,1,0,1
32509.47829,20910,Cadillac,8,4.6,4,1,0,1
31132.21349,23124,Cadillac,8,4.6,4,1,1,1
31181.71516,26222,Cadillac,8,4.6,4,1,0,1
31059.18103,27544,Cadillac,8,4.6,4,1,1,1
42741.52367,2846,Cadillac,6,3.6,4,1,0,1
40966.60741,7476,Cadillac,6,3.6,4,1,1,1
38795.37909,13973,Cadillac,6,3.6,4,1,1,1
38297.46254,16754,Cadillac,6,3.6,4,1,0,1
37192.89637,19100,Cadillac,6,3.6,4,1,0,1
36210.123,21778,Cadillac,6,3.6,4,1,0,1
36633.63382,22042,Cadillac,6,3.6,4,1,1,1
35895.49941,23056,Cadillac,6,3.6,4,1,1,1
34974.37804,25796,Cadillac,6,3.6,4,1,1,1
32038.33956,35326,Cadillac,6,3.6,4,1,1,1
48310.32954,788,Cadillac,8,4.6,4,1,0,1
48365.9809,2616,Cadillac,8,4.6,4,1,1,1
45061.95194,13829,Cadillac,8,4.6,4,1,1,1
44205.87588,15104,Cadillac,8,4.6,4,1,0,1
42377.95544,18581,Cadillac,8,4.6,4,1,0,1
41671.58314,20575,Cadillac,8,4.6,4,1,0,1
41516.42986,23861,Cadillac,8,4.6,4,1,1,1
41053.48217,25717,Cadillac,8,4.6,4,1,1,1
38208.50102,31303,Cadillac,8,4.6,4,1,1,1
39072.39205,31587,Cadillac,8,4.6,4,1,0,1
70755.46672,583,Cadillac,8,4.6,2,1,1,1
68566.18719,6420,Cadillac,8,4.6,2,1,1,1
69133.73172,7892,Cadillac,8,4.6,2,1,1,1
66374.30704,12021,Cadillac,8,4.6,2,1,1,1
65281.48124,15600,Cadillac,8,4.6,2,1,1,1
63913.11725,18200,Cadillac,8,4.6,2,1,1,1
60567.54909,23193,Cadillac,8,4.6,2,1,1,1
57154.44344,29260,Cadillac,8,4.6,2,1,1,1
55639.08765,31805,Cadillac,8,4.6,2,1,0,1
52001.99438,42691,Cadillac,8,4.6,2,1,1,1
12146.18803,10011,Chevrolet,4,1.6,4,0,0,1
12163.82042,12101,Chevrolet,4,1.6,4,0,0,1
11472.02276,19699,Chevrolet,4,1.6,4,0,0,1
11017.16871,20100,Chevrolet,4,1.6,4,0,1,0
11096.85727,20334,Chevrolet,4,1.6,4,1,0,0
10386.04022,22225,Chevrolet,4,1.6,4,0,0,0
11137.04565,22484,Chevrolet,4,1.6,4,0,1,1
11045.10884,24568,Chevrolet,4,1.6,4,1,0,1
10777.05254,27906,Chevrolet,4,1.6,4,0,0,0
9928.188175,29680,Chevrolet,4,1.6,4,0,0,1
12649.11089,3629,Chevrolet,4,1.6,4,0,1,0
12314.59122,4142,Chevrolet,4,1.6,4,0,1,0
11318.00809,11156,Chevrolet,4,1.6,4,0,1,1
12409.94909,11981,Chevrolet,4,1.6,4,1,1,1
11555.2674,13404,Chevrolet,4,1.6,4,1,1,0
11700.11149,15253,Chevrolet,4,1.6,4,1,0,0
11215.01865,19945,Chevrolet,4,1.6,4,0,0,0
10144.95208,23963,Chevrolet,4,1.6,4,1,1,0
10491.0752,30948,Chevrolet,4,1.6,4,0,1,0
9954.054174,37345,Chevrolet,4,1.6,4,0,1,1
11031.12993,20156,Chevrolet,4,1.6,4,0,1,1
11343.05401,20186,Chevrolet,4,1.6,4,1,1,1
11391.21372,21421,Chevrolet,4,1.6,4,0,1,1
11247.86253,21427,Chevrolet,4,1.6,4,1,1,1
10921.94537,23119,Chevrolet,4,1.6,4,0,1,1
11179.95357,23121,Chevrolet,4,1.6,4,0,1,1
11394.8864,25107,Chevrolet,4,1.6,4,0,1,1
11070.06064,25476,Chevrolet,4,1.6,4,0,1,1
11013.87137,25746,Chevrolet,4,1.6,4,1,1,1
11115.01364,30056,Chevrolet,4,1.6,4,1,1,1
11918.45607,7278,Chevrolet,4,1.6,4,0,0,0
12408.80615,10213,Chevrolet,4,1.6,4,0,0,1
11302.90299,14627,Chevrolet,4,1.6,4,0,1,0
11615.02102,19014,Chevrolet,4,1.6,4,0,1,1
10805.13009,21013,Chevrolet,4,1.6,4,1,1,1
11169.91839,22380,Chevrolet,4,1.6,4,0,1,0
10770.10655,25065,Chevrolet,4,1.6,4,0,1,0
10872.01393,25869,Chevrolet,4,1.6,4,0,0,0
10921.94537,27776,Chevrolet,4,1.6,4,1,0,0
9919.048185,34621,Chevrolet,4,1.6,4,0,1,0
10813.34352,266,Chevrolet,4,1.6,4,1,0,1
11167.861,4716,Chevrolet,4,1.6,4,1,1,0
10897.07651,6699,Chevrolet,4,1.6,4,0,1,1
10106.01643,14200,Chevrolet,4,1.6,4,1,0,0
10354.04385,14521,Chevrolet,4,1.6,4,0,1,0
10287.97736,16521,Chevrolet,4,1.6,4,1,1,1
9720.97889,20836,Chevrolet,4,1.6,4,1,1,0
9506.047937,22169,Chevrolet,4,1.6,4,0,0,1
9789.037676,22986,Chevrolet,4,1.6,4,0,1,1
9220.829677,29992,Chevrolet,4,1.6,4,1,0,1
10971.09561,7091,Chevrolet,4,1.6,4,1,0,0
10315.01823,14438,Chevrolet,4,1.6,4,0,0,1
9654.060142,19183,Chevrolet,4,1.6,4,0,0,0
9563.789309,19273,Chevrolet,4,1.6,4,1,1,0
9665.84886,19565,Chevrolet,4,1.6,4,0,1,1
9482.219404,24842,Chevrolet,4,1.6,4,1,0,0
8638.930895,25216,Chevrolet,4,1.6,4,0,0,0
9041.906254,26191,Chevrolet,4,1.6,4,0,0,1
8870.947316,32914,Chevrolet,4,1.6,4,1,1,0
8768.998585,35299,Chevrolet,4,1.6,4,0,0,0
13007.98418,7372,Chevrolet,4,2.2,2,1,1,1
13041.874,13607,Chevrolet,4,2.2,2,0,1,1
12045.9207,19136,Chevrolet,4,2.2,2,0,1,1
12469.52758,19712,Chevrolet,4,2.2,2,0,1,1
11539.84565,22405,Chevrolet,4,2.2,2,0,1,1
11726.00297,23103,Chevrolet,4,2.2,2,0,1,1
12207.87293,23512,Chevrolet,4,2.2,2,1,1,1
11203.14611,27364,Chevrolet,4,2.2,2,1,1,1
10788.97036,31436,Chevrolet,4,2.2,2,1,1,1
11149.6183,34447,Chevrolet,4,2.2,2,1,1,1
14584.44812,1160,Chevrolet,4,2.2,2,1,1,1
13681.698,10210,Chevrolet,4,2.2,2,1,1,1
13446.21342,17741,Chevrolet,4,2.2,2,0,1,1
12327.64161,19347,Chevrolet,4,2.2,2,0,1,1
12274.95758,19612,Chevrolet,4,2.2,2,1,1,1
12630.77503,22571,Chevrolet,4,2.2,2,1,1,1
12425.38917,22771,Chevrolet,4,2.2,2,0,1,1
12319.69625,24568,Chevrolet,4,2.2,2,1,1,1
12549.89233,25816,Chevrolet,4,2.2,2,0,1,1
12234.88805,30297,Chevrolet,4,2.2,2,1,1,1
14894.98259,2464,Chevrolet,4,2.2,4,0,1,1
14198.09246,11322,Chevrolet,4,2.2,4,1,1,1
14678.10533,11488,Chevrolet,4,2.2,4,1,1,1
13167.70232,14630,Chevrolet,4,2.2,4,0,1,1
13471.00508,18910,Chevrolet,4,2.2,4,1,1,1
12573.89994,25048,Chevrolet,4,2.2,4,1,1,1
12383.40281,25069,Chevrolet,4,2.2,4,1,1,1
13230.91867,25862,Chevrolet,4,2.2,4,0,1,1
11080.51638,36855,Chevrolet,4,2.2,4,0,1,1
11328.95887,39946,Chevrolet,4,2.2,4,1,1,1
15053.93373,4652,Chevrolet,4,2.2,2,1,1,1
14397.92808,5189,Chevrolet,4,2.2,2,0,1,1
14642.32358,6224,Chevrolet,4,2.2,2,0,1,1
13464.80288,14231,Chevrolet,4,2.2,2,1,1,1
13678.863,17971,Chevrolet,4,2.2,2,1,1,1
12507.48527,19715,Chevrolet,4,2.2,2,1,1,1
13141.04795,19898,Chevrolet,4,2.2,2,1,1,1
13594.08559,20682,Chevrolet,4,2.2,2,1,1,1
12733.85792,21386,Chevrolet,4,2.2,2,1,1,1
12230.09977,28408,Chevrolet,4,2.2,2,0,1,1
14222.3054,8427,Chevrolet,4,2.2,4,0,1,1
14266.91258,8615,Chevrolet,4,2.2,4,0,1,1
14255.74768,16958,Chevrolet,4,2.2,4,0,1,1
13762.90145,18040,Chevrolet,4,2.2,4,1,1,1
14275.12764,18533,Chevrolet,4,2.2,4,1,1,1
13688.00011,18766,Chevrolet,4,2.2,4,1,1,1
13308.83375,20043,Chevrolet,4,2.2,4,0,1,1
14145.88099,20512,Chevrolet,4,2.2,4,1,1,1
12944.93875,21684,Chevrolet,4,2.2,4,0,1,1
12846.06159,27560,Chevrolet,4,2.2,4,1,1,1
14061.12277,4922,Chevrolet,4,2.2,4,0,1,1
13072.84163,14311,Chevrolet,4,2.2,4,0,1,1
11699.03392,19816,Chevrolet,4,2.2,4,1,1,1
12257.16409,21492,Chevrolet,4,2.2,4,1,1,1
11574.17381,21525,Chevrolet,4,2.2,4,0,1,1
11539.04853,24163,Chevrolet,4,2.2,4,0,1,1
12243.06062,25014,Chevrolet,4,2.2,4,1,1,1
11671.85813,25727,Chevrolet,4,2.2,4,1,1,1
11464.62886,29410,Chevrolet,4,2.2,4,1,1,1
10546.78275,38866,Chevrolet,4,2.2,4,1,1,1
15553.20871,7695,Chevrolet,4,2.2,4,0,1,1
15047.00274,12305,Chevrolet,4,2.2,4,1,1,1
13540.04164,17343,Chevrolet,4,2.2,4,0,1,1
14077.96885,17445,Chevrolet,4,2.2,4,0,1,1
12981.95203,20309,Chevrolet,4,2.2,4,1,1,1
13436.00015,20530,Chevrolet,4,2.2,4,0,1,1
13161.94283,21145,Chevrolet,4,2.2,4,1,1,1
14220.01322,23069,Chevrolet,4,2.2,4,1,1,1
12379.12647,31199,Chevrolet,4,2.2,4,1,1,1
11581.90504,36566,Chevrolet,4,2.2,4,0,1,1
14023.93855,13776,Chevrolet,4,2.2,2,0,1,1
12810.91058,19461,Chevrolet,4,2.2,2,1,1,1
13135.90503,21796,Chevrolet,4,2.2,2,1,1,1
13106.90042,21910,Chevrolet,4,2.2,2,0,1,1
12845.17425,22382,Chevrolet,4,2.2,2,1,1,1
12570.13668,22479,Chevrolet,4,2.2,2,0,1,1
12897.92954,23200,Chevrolet,4,2.2,2,1,1,1
11961.61996,27394,Chevrolet,4,2.2,2,1,1,1
12706.91135,27521,Chevrolet,4,2.2,2,1,1,1
12487.05429,28492,Chevrolet,4,2.2,2,0,1,1
15635.79616,1169,Chevrolet,4,2.2,2,0,1,1
15747.80397,6048,Chevrolet,4,2.2,2,0,1,1
14619.07856,15768,Chevrolet,4,2.2,2,1,1,1
14185.02155,20374,Chevrolet,4,2.2,2,0,1,1
13699.03578,25845,Chevrolet,4,2.2,2,1,1,1
13310.05959,26143,Chevrolet,4,2.2,2,1,1,1
13530.06864,27249,Chevrolet,4,2.2,2,1,1,1
13019.07114,27942,Chevrolet,4,2.2,2,1,1,1
12684.98623,29891,Chevrolet,4,2.2,2,1,1,1
12553.07143,32844,Chevrolet,4,2.2,2,1,1,1
14997.88434,8880,Chevrolet,4,2.2,4,0,1,1
14847.04415,12980,Chevrolet,4,2.2,4,0,1,1
15128.99224,13828,Chevrolet,4,2.2,4,1,1,1
15000.99271,14504,Chevrolet,4,2.2,4,0,1,1
14593.8541,18790,Chevrolet,4,2.2,4,0,1,1
14304.74104,21128,Chevrolet,4,2.2,4,0,1,1
13688.94568,21611,Chevrolet,4,2.2,4,1,1,1
13744.84985,23748,Chevrolet,4,2.2,4,0,1,1
13545.0309,27431,Chevrolet,4,2.2,4,0,1,1
12741.19023,34815,Chevrolet,4,2.2,4,0,1,1
16116.84392,865,Chevrolet,4,2.2,4,1,1,1
16428.57898,9882,Chevrolet,4,2.2,4,0,1,1
15084.8154,14824,Chevrolet,4,2.2,4,1,1,1
15163.16986,17158,Chevrolet,4,2.2,4,1,1,1
14897.04055,18210,Chevrolet,4,2.2,4,1,1,1
14508.75009,18910,Chevrolet,4,2.2,4,0,1,1
14418.16529,19818,Chevrolet,4,2.2,4,0,1,1
14191.88228,21181,Chevrolet,4,2.2,4,1,1,1
14401.90693,21527,Chevrolet,4,2.2,4,0,1,1
14175.87908,21627,Chevrolet,4,2.2,4,0,1,1
14429.78964,6114,Chevrolet,4,2.2,4,1,1,1
14696.02899,6709,Chevrolet,4,2.2,4,1,1,1
14582.76912,7115,Chevrolet,4,2.2,4,1,1,1
14194.8236,9561,Chevrolet,4,2.2,4,0,1,1
14072.13523,15233,Chevrolet,4,2.2,4,0,1,1
13994.90646,17270,Chevrolet,4,2.2,4,0,1,1
13830.24902,17594,Chevrolet,4,2.2,4,0,1,1
13159.82154,22740,Chevrolet,4,2.2,4,1,1,1
12495.97075,26204,Chevrolet,4,2.2,4,0,1,1
12678.85397,28683,Chevrolet,4,2.2,4,0,1,1
46732.60603,3625,Chevrolet,8,6,2,1,1,1
47065.20991,5239,Chevrolet,8,6,2,1,1,1
44749.68679,12115,Chevrolet,8,6,2,1,0,1
42773.02839,14546,Chevrolet,8,6,2,1,1,1
41371.37927,20000,Chevrolet,8,6,2,1,0,1
39547.5879,23826,Chevrolet,8,6,2,1,1,1
39691.7274,25169,Chevrolet,8,6,2,1,1,1
38824.86909,25960,Chevrolet,8,6,2,1,0,1
36970.89805,30502,Chevrolet,8,6,2,1,1,1
37288.93674,32039,Chevrolet,8,6,2,1,1,1
39875.85426,7054,Chevrolet,8,6,2,1,0,1
39713.66792,8967,Chevrolet,8,6,2,1,1,1
38990.60733,9410,Chevrolet,8,6,2,1,1,1
39092.18992,10717,Chevrolet,8,6,2,1,1,1
39365.88324,11619,Chevrolet,8,6,2,1,1,1
35261.43643,21350,Chevrolet,8,6,2,1,1,1
35575.41705,22740,Chevrolet,8,6,2,1,0,1
34297.30535,24259,Chevrolet,8,6,2,1,0,1
34739.21496,25747,Chevrolet,8,6,2,1,0,1
31186.74146,34191,Chevrolet,8,6,2,1,0,1
21757.04951,1853,Chevrolet,6,3.8,4,1,0,0
19528.10043,14115,Chevrolet,6,3.8,4,1,1,0
19075.67875,18198,Chevrolet,6,3.8,4,1,0,1
19409.75261,18795,Chevrolet,6,3.8,4,1,1,1
18527.20897,19874,Chevrolet,6,3.8,4,1,1,0
18912.9816,21512,Chevrolet,6,3.8,4,1,1,0
17839.80077,25453,Chevrolet,6,3.8,4,1,0,1
17789.34673,26980,Chevrolet,6,3.8,4,1,1,0
17294.181,29368,Chevrolet,6,3.8,4,1,1,0
18083.3963,29420,Chevrolet,6,3.8,4,1,1,1
20021.19521,1787,Chevrolet,6,3.8,4,1,0,0
18835.18976,8211,Chevrolet,6,3.8,4,1,0,1
18727.50838,14054,Chevrolet,6,3.8,4,1,1,1
16805.05739,19498,Chevrolet,6,3.8,4,1,0,0
17154.57646,21567,Chevrolet,6,3.8,4,1,0,1
16644.08787,22383,Chevrolet,6,3.8,4,1,1,1
15951.81117,26070,Chevrolet,6,3.8,4,1,1,1
16508.59069,27460,Chevrolet,6,3.8,4,1,1,1
15832.51835,31202,Chevrolet,6,3.8,4,1,1,1
15554.28313,33357,Chevrolet,6,3.8,4,1,1,1
25948.96259,636,Chevrolet,6,3.8,4,1,0,0
27714.05025,5379,Chevrolet,6,3.8,4,1,1,0
25097.47325,14461,Chevrolet,6,3.8,4,1,1,1
24809.04232,16111,Chevrolet,6,3.8,4,1,0,0
23345.32907,22964,Chevrolet,6,3.8,4,1,1,1
22894.43868,26272,Chevrolet,6,3.8,4,1,1,1
22064.29219,27384,Chevrolet,6,3.8,4,1,1,1
23151.54614,27940,Chevrolet,6,3.8,4,1,0,0
22120.75776,28242,Chevrolet,6,3.8,4,1,1,1
20294.57682,33892,Chevrolet,6,3.8,4,1,0,0
18957.89004,5936,Chevrolet,6,3.5,4,0,1,1
18950.90698,8687,Chevrolet,6,3.5,4,0,1,1
