Price,Mileage,Make,Cylinder,Liter,Doors,Cruise,Sound,Leather
17891.63378,17020,Chevrolet,6,3.5,4,0,1,1
17801.22953,19386,Chevrolet,6,3.5,4,1,1,1
16723.99388,19740,Chevrolet,6,3.5,4,1,1,1
16744.03025,21829,Chevrolet,6,3.5,4,0,1,1
16825.19088,23460,Chevrolet,6,3.5,4,0,1,1
16543.98014,24583,Chevrolet,6,3.5,4,0,1,1
16143.95729,26532,Chevrolet,6,3.5,4,1,1,1
14914.20128,33906,Chevrolet,6,3.5,4,0,1,1
19164.61063,1480,Chevrolet,6,3.5,4,1,1,1
18800.9589,7961,Chevrolet,6,3.5,4,0,1,1
17458.22153,15144,Chevrolet,6,3.5,4,1,1,1
17158.922,21417,Chevrolet,6,3.5,4,0,1,1
16472.89765,21675,Chevrolet,6,3.5,4,1,1,1
16993.78033,23621,Chevrolet,6,3.5,4,0,1,1
16300.46524,25697,Chevrolet,6,3.5,4,1,1,1
15623.20027,27476,Chevrolet,6,3.5,4,0,1,1
15138.40082,32462,Chevrolet,6,3.5,4,0,1,1
15233.15987,32535,Chevrolet,6,3.5,4,0,1,1
19471.97485,6608,Chevrolet,6,3.5,4,1,1,1
18009.84603,15190,Chevrolet,6,3.5,4,0,1,1
18273.00613,16335,Chevrolet,6,3.5,4,0,1,1
18311.7563,17441,Chevrolet,6,3.5,4,0,1,1
17553.75368,18451,Chevrolet,6,3.5,4,0,1,1
18004.87041,18771,Chevrolet,6,3.5,4,0,1,1
17663.22495,19490,Chevrolet,6,3.5,4,1,1,1
17115.12203,24461,Chevrolet,6,3.5,4,0,1,1
16988.30306,24905,Chevrolet,6,3.5,4,1,1,1
16803.12275,25874,Chevrolet,6,3.5,4,1,1,1
19446.88294,932,Chevrolet,6,3.5,4,0,1,1
17119.45757,18277,Chevrolet,6,3.5,4,1,1,1
17316.0966,19593,Chevrolet,6,3.5,4,1,1,1
16860.87078,19883,Chevrolet,6,3.5,4,1,1,1
17312.90715,21420,Chevrolet,6,3.5,4,1,1,1
16403.25363,23133,Chevrolet,6,3.5,4,1,1,1
16536.74388,24218,Chevrolet,6,3.5,4,1,1,1
16341.8041,25394,Chevrolet,6,3.5,4,0,1,1
16713.98469,26328,Chevrolet,6,3.5,4,1,1,1
16295.21144,28239,Chevrolet,6,3.5,4,0,1,1
18974.92203,5632,Chevrolet,6,3.5,4,0,1,1
18324.83193,7397,Chevrolet,6,3.5,4,1,1,1
19581.23141,7645,Chevrolet,6,3.5,4,0,1,1
18169.37548,14754,Chevrolet,6,3.5,4,0,1,1
17986.22409,17488,Chevrolet,6,3.5,4,0,1,1
17173.94232,18721,Chevrolet,6,3.5,4,0,1,1
16456.97464,20200,Chevrolet,6,3.5,4,0,1,1
16267.09489,21452,Chevrolet,6,3.5,4,0,1,1
16860.09433,22841,Chevrolet,6,3.5,4,1,1,1
16027.28649,22889,Chevrolet,6,3.5,4,0,1,1
17089.91883,8732,Chevrolet,6,3.5,4,0,1,1
17463.04608,11393,Chevrolet,6,3.5,4,1,1,1
17218.68575,14579,Chevrolet,6,3.5,4,1,1,1
17162.47826,15903,Chevrolet,6,3.5,4,0,1,1
16507.07027,17451,Chevrolet,6,3.5,4,0,1,1
16752.5144,18562,Chevrolet,6,3.5,4,1,1,1
16646.7708,20154,Chevrolet,6,3.5,4,0,1,1
15623.91976,21272,Chevrolet,6,3.5,4,1,1,1
15664.6249,25787,Chevrolet,6,3.5,4,1,1,1
15680.86443,25956,Chevrolet,6,3.5,4,0,1,1
18800.0931,5827,Chevrolet,6,3.8,2,1,0,0
18910.80429,8345,Chevrolet,6,3.8,2,1,0,1
19177.41206,10414,Chevrolet,6,3.8,2,1,1,0
18040.14401,11647,Chevrolet,6,3.8,2,1,0,1
17685.20099,15898,Chevrolet,6,3.8,2,1,0,0
17515.39759,18602,Chevrolet,6,3.8,2,1,0,0
16357.99232,23491,Chevrolet,6,3.8,2,1,1,0
16345.94375,25931,Chevrolet,6,3.8,2,1,1,0
15797.19576,26700,Chevrolet,6,3.8,2,1,1,0
15503.5088,33345,Chevrolet,6,3.8,2,1,0,0
21745.02944,7065,Chevrolet,6,3.8,2,1,1,0
21725.01075,13457,Chevrolet,6,3.8,2,1,1,0
22384.11869,14788,Chevrolet,6,3.8,2,1,1,1
20537.14172,16950,Chevrolet,6,3.8,2,1,0,0
21233.91136,17337,Chevrolet,6,3.8,2,1,1,1
20676.16551,18021,Chevrolet,6,3.8,2,1,0,1
20839.14997,22152,Chevrolet,6,3.8,2,1,1,1
20017.96843,22729,Chevrolet,6,3.8,2,1,0,0
18876.87065,27218,Chevrolet,6,3.8,2,1,1,0
17586.92858,39049,Chevrolet,6,3.8,2,1,0,1
23573.822,12466,Chevrolet,6,3.8,2,1,1,0
23527.7285,14948,Chevrolet,6,3.8,2,1,1,0
22113.62802,21992,Chevrolet,6,3.8,2,1,1,0
22470.35843,22626,Chevrolet,6,3.8,2,1,1,0
20619.11401,24067,Chevrolet,6,3.8,2,1,0,0
20047.95136,24665,Chevrolet,6,3.8,2,1,1,0
21525.33901,25020,Chevrolet,6,3.8,2,1,1,1
20382.15031,25240,Chevrolet,6,3.8,2,1,1,1
21020.83678,25550,Chevrolet,6,3.8,2,1,1,1
20221.80881,26223,Chevrolet,6,3.8,2,1,1,1
25452.47385,11892,Pontiac,8,4.6,4,1,0,1
23449.30633,17273,Pontiac,8,4.6,4,1,0,1
23578.16486,19148,Pontiac,8,4.6,4,1,0,1
22525.26972,19521,Pontiac,8,4.6,4,1,1,1
21982.64771,20472,Pontiac,8,4.6,4,1,1,1
22231.56315,21929,Pontiac,8,4.6,4,1,1,1
22189.11597,25651,Pontiac,8,4.6,4,1,0,1
21765.06658,25794,Pontiac,8,4.6,4,1,0,1
21403.75642,27168,Pontiac,8,4.6,4,1,0,1
21200.69021,31197,Pontiac,8,4.6,4,1,1,1
19682.03501,11554,Pontiac,6,3.8,4,1,0,1
18678.41412,16496,Pontiac,6,3.8,4,1,1,0
20318.89097,17583,Pontiac,6,3.8,4,1,1,0
20127.04418,18419,Pontiac,6,3.8,4,1,1,1
19751.04143,20510,Pontiac,6,3.8,4,1,0,1
17844.73077,21121,Pontiac,6,3.8,4,1,1,0
18856.01869,22423,Pontiac,6,3.8,4,1,1,0
18566.0707,24747,Pontiac,6,3.8,4,1,1,1
18063.00491,27574,Pontiac,6,3.8,4,1,0,0
17768.05951,28385,Pontiac,6,3.8,4,1,1,1
23197.43679,2295,Pontiac,6,3.8,4,1,1,1
23102.02237,5653,Pontiac,6,3.8,4,1,0,0
22460.53,8928,Pontiac,6,3.8,4,1,0,1
21607.77257,11069,Pontiac,6,3.8,4,1,0,1
22004.93044,15516,Pontiac,6,3.8,4,1,1,1
20830.9943,19419,Pontiac,6,3.8,4,1,1,0
20109.90412,22891,Pontiac,6,3.8,4,1,1,1
19116.13109,26252,Pontiac,6,3.8,4,1,0,1
19689.74084,27077,Pontiac,6,3.8,4,1,1,0
19338.376,27966,Pontiac,6,3.8,4,1,0,1
21903.32262,4537,Pontiac,6,3.5,4,1,1,0
22736.83447,5690,Pontiac,6,3.5,4,1,1,1
22104.97357,9049,Pontiac,6,3.5,4,1,1,1
22311.04951,11221,Pontiac,6,3.5,4,1,1,1
21875.09763,12313,Pontiac,6,3.5,4,1,0,1
20627.66169,20770,Pontiac,6,3.5,4,1,1,1
19540.24479,22628,Pontiac,6,3.5,4,1,1,0
19204.80934,26477,Pontiac,6,3.5,4,1,0,1
18158.08313,28354,Pontiac,6,3.5,4,1,0,0
18529.34212,30063,Pontiac,6,3.5,4,1,0,1
21383.06716,7287,Pontiac,6,3.5,4,1,1,1
20452.66947,10338,Pontiac,6,3.5,4,1,0,0
20677.59382,11204,Pontiac,6,3.5,4,1,1,0
19294.7875,19539,Pontiac,6,3.5,4,1,0,0
18548.97859,20870,Pontiac,6,3.5,4,1,0,0
18042.22107,21702,Pontiac,6,3.5,4,1,0,0
18620.87137,25516,Pontiac,6,3.5,4,1,0,1
17023.93687,30404,Pontiac,6,3.5,4,1,0,0
16216.98071,35624,Pontiac,6,3.5,4,1,1,0
15792.83144,41566,Pontiac,6,3.5,4,1,1,1
17360.81064,881,Pontiac,6,3.4,2,0,1,1
17675.83749,5131,Pontiac,6,3.4,2,0,1,1
17141.94116,6761,Pontiac,6,3.4,2,1,1,1
17202.83406,9380,Pontiac,6,3.4,2,0,1,1
16792.67953,12071,Pontiac,6,3.4,2,1,1,1
15595.88413,18315,Pontiac,6,3.4,2,0,1,1
15253.86857,20917,Pontiac,6,3.4,2,1,1,1
15594.80684,22414,Pontiac,6,3.4,2,0,1,1
15059.13408,22641,Pontiac,6,3.4,2,1,1,1
14703.13687,23335,Pontiac,6,3.4,2,0,1,1
15979.01484,3946,Pontiac,4,2.2,4,1,1,1
16379.853,4188,Pontiac,4,2.2,4,1,1,1
15327.10032,4318,Pontiac,4,2.2,4,0,1,1
15846.01271,5350,Pontiac,4,2.2,4,0,1,1
15604.14582,5788,Pontiac,4,2.2,4,1,1,1
14841.91705,12420,Pontiac,4,2.2,4,0,1,1
15077.17584,13262,Pontiac,4,2.2,4,0,1,1
13961.11164,19602,Pontiac,4,2.2,4,0,1,1
13034.06853,23976,Pontiac,4,2.2,4,0,1,1
13162.85205,24542,Pontiac,4,2.2,4,0,1,1
18254.92277,16554,Pontiac,6,3.8,4,1,1,1
17095.03522,18720,Pontiac,6,3.8,4,1,0,0
17162.87344,20829,Pontiac,6,3.8,4,1,0,0
16391.17171,21304,Pontiac,6,3.8,4,1,1,0
15788.10478,25295,Pontiac,6,3.8,4,1,1,0
16569.14124,25777,Pontiac,6,3.8,4,1,0,0
16997.69374,25830,Pontiac,6,3.8,4,1,0,1
16283.95899,26511,Pontiac,6,3.8,4,1,0,1
15457.17059,29925,Pontiac,6,3.8,4,1,1,0
14963.04562,31471,Pontiac,6,3.8,4,1,1,0
21230.97799,11229,Pontiac,6,3.8,4,1,1,0
22100.39317,12314,Pontiac,6,3.8,4,1,1,0
21300.01945,12772,Pontiac,6,3.8,4,1,1,0
21281.88049,17417,Pontiac,6,3.8,4,1,1,1
19646.71748,21132,Pontiac,6,3.8,4,1,1,1
20173.90633,21211,Pontiac,6,3.8,4,1,0,1
18701.22262,24992,Pontiac,6,3.8,4,1,0,0
19423.16502,25557,Pontiac,6,3.8,4,1,0,1
19956.75841,26028,Pontiac,6,3.8,4,1,1,0
19448.22633,27721,Pontiac,6,3.8,4,1,0,1
19822.11539,1592,Pontiac,6,3.8,4,1,1,0
19567.25929,2189,Pontiac,6,3.8,4,1,1,1
16853.10785,17959,Pontiac,6,3.8,4,1,0,0
16516.95555,20751,Pontiac,6,3.8,4,1,1,1
15979.01484,21974,Pontiac,6,3.8,4,1,0,0
16256.23617,22637,Pontiac,6,3.8,4,1,0,0
15724.25217,23989,Pontiac,6,3.8,4,1,0,0
15967.2454,25598,Pontiac,6,3.8,4,1,0,0
16041.68559,27800,Pontiac,6,3.8,4,1,1,0
15756.14613,29325,Pontiac,6,3.8,4,1,1,0
32422.76138,9185,Pontiac,8,5.7,2,1,1,1
32219.58928,10915,Pontiac,8,5.7,2,1,1,1
31024.87211,13678,Pontiac,8,5.7,2,1,1,1
29595.79429,16193,Pontiac,8,5.7,2,1,0,1
29664.70269,21418,Pontiac,8,5.7,2,1,0,1
27425.84391,23886,Pontiac,8,5.7,2,1,0,1
27370.95811,24960,Pontiac,8,5.7,2,1,1,1
27548.62961,26126,Pontiac,8,5.7,2,1,1,1
28502.30611,27199,Pontiac,8,5.7,2,1,1,1
25527.01303,36480,Pontiac,8,5.7,2,1,1,1
13160.12456,13145,Pontiac,4,2.2,2,0,1,1
12830.09878,17830,Pontiac,4,2.2,2,1,1,1
12828.03098,19081,Pontiac,4,2.2,2,1,1,1
12878.04683,19225,Pontiac,4,2.2,2,1,1,1
12832.46239,20618,Pontiac,4,2.2,2,1,1,1
12464.07346,21891,Pontiac,4,2.2,2,1,1,1
12465.50852,23931,Pontiac,4,2.2,2,0,1,1
12258.85759,24318,Pontiac,4,2.2,2,1,1,1
11903.09775,25285,Pontiac,4,2.2,2,0,1,1
12209.55962,26097,Pontiac,4,2.2,2,0,1,1
16391.92657,18096,Pontiac,4,1.8,4,1,1,0
16033.93062,18391,Pontiac,4,1.8,4,0,1,1
16106.82722,19465,Pontiac,4,1.8,4,1,0,0
16551.21957,19531,Pontiac,4,1.8,4,1,1,1
17325.26954,19894,Pontiac,4,1.8,4,1,0,0
16078.66549,22779,Pontiac,4,1.8,4,0,0,1
15297.83597,23062,Pontiac,4,1.8,4,0,0,0
15505.29381,24239,Pontiac,4,1.8,4,1,0,0
15174.34661,27887,Pontiac,4,1.8,4,0,0,0
14546.88481,33374,Pontiac,4,1.8,4,0,1,1
17803.27909,12303,Pontiac,4,1.8,4,1,1,1
16353.09652,16078,Pontiac,4,1.8,4,0,1,0
15977.91108,17053,Pontiac,4,1.8,4,0,0,1
15568.97424,18206,Pontiac,4,1.8,4,0,0,0
15589.78048,21307,Pontiac,4,1.8,4,0,0,0
15730.04627,21391,Pontiac,4,1.8,4,0,1,1
15802.65286,21461,Pontiac,4,1.8,4,0,0,0
15086.89959,27438,Pontiac,4,1.8,4,0,0,1
14396.27056,31424,Pontiac,4,1.8,4,0,0,0
14869.28207,31791,Pontiac,4,1.8,4,1,1,1
16927.77976,2973,Pontiac,4,1.8,4,0,0,0
17418.06873,4463,Pontiac,4,1.8,4,1,0,1
16379.0987,8754,Pontiac,4,1.8,4,0,1,0
16706.67407,9150,Pontiac,4,1.8,4,0,0,0
17214.32508,12610,Pontiac,4,1.8,4,1,1,1
15821.94972,14304,Pontiac,4,1.8,4,0,0,1
14398.92269,21688,Pontiac,4,1.8,4,0,0,0
15622.1211,23217,Pontiac,4,1.8,4,1,1,1
14909.05099,23323,Pontiac,4,1.8,4,0,1,1
14853.19901,24270,Pontiac,4,1.8,4,0,0,0
35622.1395,10340,SAAB,4,2,2,1,1,0
34819.29712,12251,SAAB,4,2,2,1,0,0
34355.00373,17711,SAAB,4,2,2,1,1,0
32737.08455,19112,SAAB,4,2,2,1,1,1
33540.53611,20925,SAAB,4,2,2,1,0,1
31970.54208,21208,SAAB,4,2,2,1,1,0
33287.4096,21661,SAAB,4,2,2,1,0,1
32075.98487,23553,SAAB,4,2,2,1,1,0
31969.06981,24559,SAAB,4,2,2,1,0,0
27666.23108,35157,SAAB,4,2,2,1,0,0
29246.23734,3907,SAAB,4,2,4,1,0,1
26337.8306,16068,SAAB,4,2,4,1,0,0
26775.03209,16688,SAAB,4,2,4,1,0,0
25299.96964,19569,SAAB,4,2,4,1,1,0
24896.5976,21266,SAAB,4,2,4,1,1,0
25996.8064,21433,SAAB,4,2,4,1,1,1
24801.61719,26345,SAAB,4,2,4,1,1,1
24063.01268,27674,SAAB,4,2,4,1,1,1
23249.84169,27686,SAAB,4,2,4,1,0,0
22244.87655,50387,SAAB,4,2,4,1,0,1
37088.56241,3828,SAAB,4,2,2,1,1,1
33381.81915,17381,SAAB,4,2,2,1,1,1
33358.76777,17590,SAAB,4,2,2,1,1,1
33586.90609,18930,SAAB,4,2,2,1,0,1
30731.94165,22479,SAAB,4,2,2,1,0,0
30315.16944,23635,SAAB,4,2,2,1,0,0
30166.85251,25049,SAAB,4,2,2,1,0,0
30251.01842,27558,SAAB,4,2,2,1,0,1
29142.71439,31655,SAAB,4,2,2,1,1,1
29612.15405,32477,SAAB,4,2,2,1,1,1
26841.08084,10003,SAAB,4,2,4,1,1,0
27825.94997,10014,SAAB,4,2,4,1,0,1
27284.75133,14281,SAAB,4,2,4,1,1,1
27060.13756,17319,SAAB,4,2,4,1,0,1
25618.28188,20208,SAAB,4,2,4,1,0,1
25790.51414,21160,SAAB,4,2,4,1,1,1
25148.37919,22272,SAAB,4,2,4,1,1,1
24852.49528,22814,SAAB,4,2,4,1,1,1
24173.52588,27015,SAAB,4,2,4,1,0,0
23733.40225,27600,SAAB,4,2,4,1,1,0
38324.80908,12090,SAAB,4,2,2,1,1,1
38167.17358,13162,SAAB,4,2,2,1,0,1
37383.50349,16088,SAAB,4,2,2,1,0,1
36338.75133,18195,SAAB,4,2,2,1,1,0
35580.33231,21167,SAAB,4,2,2,1,1,0
35304.4947,21293,SAAB,4,2,2,1,0,1
34392.99527,24031,SAAB,4,2,2,1,0,1
33984.43077,25420,SAAB,4,2,2,1,0,0
33248.34252,27051,SAAB,4,2,2,1,0,1
28777.95969,48991,SAAB,4,2,2,1,1,1
32197.34047,3867,SAAB,4,2,4,1,1,0
32053.09716,5144,SAAB,4,2,4,1,1,0
30274.71058,10800,SAAB,4,2,4,1,1,0
30353.58555,11273,SAAB,4,2,4,1,1,0
30122.42974,14568,SAAB,4,2,4,1,1,1
26789.83261,22189,SAAB,4,2,4,1,0,0
28291.76226,22328,SAAB,4,2,4,1,1,0
27109.40589,22598,SAAB,4,2,4,1,0,1
27256.49451,26400,SAAB,4,2,4,1,1,0
25267.36768,34175,SAAB,4,2,4,1,1,0
35033.21545,1676,SAAB,4,2.3,4,1,1,1
32746.13139,7924,SAAB,4,2.3,4,1,0,1
33183.3326,9795,SAAB,4,2.3,4,1,1,1
31002.73442,15087,SAAB,4,2.3,4,1,1,1
30075.99473,22052,SAAB,4,2.3,4,1,1,1
29844.204,23143,SAAB,4,2.3,4,1,1,1
28432.82421,25247,SAAB,4,2.3,4,1,1,1
28054.98236,26276,SAAB,4,2.3,4,1,1,1
28502.96241,28598,SAAB,4,2.3,4,1,1,1
24912.08058,38717,SAAB,4,2.3,4,1,0,1
31849.30795,16956,SAAB,4,2.3,4,1,0,1
32649.76051,16975,SAAB,4,2.3,4,1,1,1
29961.25494,20015,SAAB,4,2.3,4,1,1,1
31554.40533,20103,SAAB,4,2.3,4,1,1,1
29914.37958,22105,SAAB,4,2.3,4,1,0,1
30575.24882,22298,SAAB,4,2.3,4,1,1,1
30271.9223,23426,SAAB,4,2.3,4,1,1,1
28678.07525,25380,SAAB,4,2.3,4,1,0,1
28829.028,26503,SAAB,4,2.3,4,1,0,1
26955.0412,31773,SAAB,4,2.3,4,1,0,1
33005.77996,6409,SAAB,4,2.3,4,1,1,1
30661.26015,14278,SAAB,4,2.3,4,1,0,1
30443.8799,15050,SAAB,4,2.3,4,1,0,1
30322.15057,16225,SAAB,4,2.3,4,1,1,1
31153.00896,17317,SAAB,4,2.3,4,1,0,1
31084.93761,18187,SAAB,4,2.3,4,1,1,1
31156.59579,18805,SAAB,4,2.3,4,1,1,1
29114.54451,21960,SAAB,4,2.3,4,1,0,1
25845.20611,36557,SAAB,4,2.3,4,1,1,1
24903.47774,40719,SAAB,4,2.3,4,1,1,1
30800.65839,8017,SAAB,4,2.3,4,1,0,1
28416.46167,14613,SAAB,4,2.3,4,1,0,1
28185.77625,19854,SAAB,4,2.3,4,1,1,1
28204.60358,22021,SAAB,4,2.3,4,1,1,1
26653.23939,22590,SAAB,4,2.3,4,1,1,1
27610.8642,22881,SAAB,4,2.3,4,1,1,1
26698.07815,23055,SAAB,4,2.3,4,1,1,1
27241.43618,23204,SAAB,4,2.3,4,1,1,1
27703.204,24738,SAAB,4,2.3,4,1,1,1
24405.06676,31344,SAAB,4,2.3,4,1,1,1
30959.93213,17673,SAAB,4,2.3,4,1,1,1
29986.7915,18464,SAAB,4,2.3,4,1,0,1
29908.18098,19830,SAAB,4,2.3,4,1,1,1
28328.26654,20685,SAAB,4,2.3,4,1,0,1
29197.7913,20907,SAAB,4,2.3,4,1,0,1
29321.08251,21545,SAAB,4,2.3,4,1,0,1
29481.52876,21822,SAAB,4,2.3,4,1,1,1
26792.30016,25357,SAAB,4,2.3,4,1,0,1
27788.81324,26786,SAAB,4,2.3,4,1,0,1
26012.37462,34269,SAAB,4,2.3,4,1,1,1
27280.98206,4836,SAAB,4,2.5,4,1,1,0
25959.12203,17431,SAAB,4,2.5,4,1,0,1
23274.48071,21616,SAAB,4,2.5,4,1,1,0
23329.20826,25218,SAAB,4,2.5,4,1,0,1
16916.86954,2879,Saturn,4,2.2,2,1,0,1
15639.03674,8507,Saturn,4,2.2,2,1,0,0
16256.23617,10555,Saturn,4,2.2,2,0,0,1
15395.01087,12920,Saturn,4,2.2,2,1,0,0
14881.95545,14376,Saturn,4,2.2,2,0,0,0
15277.06759,16951,Saturn,4,2.2,2,0,1,0
14702.79832,17656,Saturn,4,2.2,2,1,1,0
15033.15032,19455,Saturn,4,2.2,2,0,0,1
13991.04006,21020,Saturn,4,2.2,2,0,1,0
14771.00346,22255,Saturn,4,2.2,2,1,0,1
13719.23831,23645,Saturn,4,2.2,2,0,0,0
13869.15494,24349,Saturn,4,2.2,2,1,1,0
13518.23525,25981,Saturn,4,2.2,2,1,1,0
13825.15471,26034,Saturn,4,2.2,2,0,0,1
13811.15502,26236,Saturn,4,2.2,2,0,1,1
14077.96885,26788,Saturn,4,2.2,2,0,0,1
14411.85885,26986,Saturn,4,2.2,2,1,0,1
13600.03418,27231,Saturn,4,2.2,2,0,1,0
13032.8681,30108,Saturn,4,2.2,2,1,1,1
11539.04853,38958,Saturn,4,2.2,2,0,0,0
14739.06724,1737,Saturn,4,2.2,4,0,0,1
15110.1926,2392,Saturn,4,2.2,4,1,1,0
14202.99715,11836,Saturn,4,2.2,4,0,0,0
15194.97535,12412,Saturn,4,2.2,4,0,0,1
14116.92151,12878,Saturn,4,2.2,4,1,0,0
13174.07101,13318,Saturn,4,2.2,4,0,0,1
13258.36589,14938,Saturn,4,2.2,4,1,1,1
12791.75109,16163,Saturn,4,2.2,4,0,0,1
12293.05996,17139,Saturn,4,2.2,4,1,0,1
13998.12928,18257,Saturn,4,2.2,4,0,1,1
14568.00225,18511,Saturn,4,2.2,4,0,1,1
13122.90546,19101,Saturn,4,2.2,4,0,1,1
13494.28878,19500,Saturn,4,2.2,4,1,0,1
12036.21675,19853,Saturn,4,2.2,4,0,1,1
12162.14005,21770,Saturn,4,2.2,4,0,1,0
12333.60399,21877,Saturn,4,2.2,4,0,0,0
12099.01458,22758,Saturn,4,2.2,4,1,1,0
12119.0897,22826,Saturn,4,2.2,4,0,0,1
11679.92355,23388,Saturn,4,2.2,4,0,0,0
13216.91205,24069,Saturn,4,2.2,4,0,1,0
12412.52111,24664,Saturn,4,2.2,4,0,1,1
12284.28829,24740,Saturn,4,2.2,4,1,1,0
12594.18301,26328,Saturn,4,2.2,4,0,0,1
12105.98134,28298,Saturn,4,2.2,4,0,1,0
11873.53399,28398,Saturn,4,2.2,4,0,0,0
12965.22327,29707,Saturn,4,2.2,4,0,1,1
10563.06616,32458,Saturn,4,2.2,4,0,0,0
11413.5304,32619,Saturn,4,2.2,4,1,0,1
11504.82455,33962,Saturn,4,2.2,4,0,0,0
11521.52589,34998,Saturn,4,2.2,4,0,1,1
18173.97808,5826,Saturn,6,3,4,1,1,1
18490.98303,7755,Saturn,6,3,4,1,1,1
17322.0784,10102,Saturn,6,3,4,1,0,1
17978.357,10986,Saturn,6,3,4,1,0,0
16425.1748,14242,Saturn,6,3,4,1,0,0
16507.07027,16229,Saturn,6,3,4,1,0,0
16175.9576,19095,Saturn,6,3,4,1,1,0
15731.1329,20484,Saturn,6,3,4,1,1,0
15118.89323,25979,Saturn,6,3,4,1,1,0
13585.6368,35662,Saturn,6,3,4,1,0,0
